03,13,23,56,2539
03,14,00,43,s
03,14,00,55,w
03,14,23,57,1063
03,15,00,07,s
03,15,00,35,w
03,15,00,49,s
03,15,00,56,w
03,15,23,56,2539
03,16,00,19,s
03,16,00,21,w
03,17,00,00,2311
03,17,00,06,s
03,17,00,38,w
03,17,00,43,s
03,17,00,47,w
03,17,00,53,s
03,17,00,58,w
03,17,23,58,293
03,18,00,57,s
03,18,00,58,w
03,19,00,00,2539
03,19,00,07,s
03,19,00,45,w
03,19,23,56,1031
03,20,00,18,s
03,20,00,58,w
03,21,00,03,1543
03,21,00,10,s
03,21,00,38,w
03,21,00,41,s
03,21,00,46,w
03,21,23,57,1153
03,22,00,29,s
03,22,00,52,w
03,23,00,00,1153
03,23,00,22,s
03,23,00,55,w
03,24,00,03,1879
03,24,00,26,s
03,24,00,54,w
03,25,00,00,1879
03,25,00,09,s
03,25,00,55,w
03,25,23,57,331
03,26,23,53,2539
03,27,00,03,s
03,27,00,21,w
03,27,00,42,s
03,27,00,56,w
03,27,23,53,1543
03,28,00,01,s
03,28,00,42,w
03,28,00,48,s
03,28,00,56,w
03,29,00,00,1997
03,29,00,11,s
03,29,00,58,w
03,29,23,57,1997
03,30,00,06,s
03,30,00,09,w
03,30,23,58,2539
03,31,00,39,s
03,31,00,43,w
03,31,00,46,s
03,31,00,48,w
03,31,23,49,1063
04,01,00,01,s
04,01,00,48,w
04,01,23,46,1997
04,02,00,04,s
04,02,00,50,w
04,02,23,57,1997
04,03,00,16,s
04,03,00,21,w
04,03,00,40,s
04,03,00,49,w
04,04,00,00,2539
04,04,00,26,s
04,04,00,58,w
04,05,00,00,131
04,05,00,08,s
04,05,00,21,w
04,06,00,03,1619
04,06,00,11,s
04,06,00,27,w
04,06,00,35,s
04,06,00,42,w
04,07,00,04,1619
04,07,00,16,s
04,07,00,45,w
04,07,23,59,1879
04,08,00,54,s
04,08,00,59,w
04,08,23,50,293
04,09,00,02,s
04,09,00,11,w
04,09,00,44,s
04,09,00,55,w
04,10,00,00,1879
04,10,00,10,s
04,10,00,44,w
04,10,00,48,s
04,10,00,57,w
04,10,23,57,1063
04,11,00,24,s
04,11,00,33,w
04,11,00,38,s
04,11,00,48,w
04,12,00,01,2351
04,12,00,38,s
04,12,00,41,w
04,12,00,46,s
04,12,00,47,w
04,12,00,56,s
04,12,00,58,w
04,12,23,57,2351
04,13,00,26,s
04,13,00,34,w
04,13,00,40,s
04,13,00,54,w
04,14,00,00,2411
04,14,00,20,s
04,14,00,28,w
04,14,00,53,s
04,14,00,57,w
04,14,23,58,2671
04,15,00,28,s
04,15,00,31,w
04,15,00,40,s
04,15,00,44,w
04,15,00,47,s
04,15,00,48,w
04,16,00,03,353
04,16,00,25,s
04,16,00,37,w
04,16,00,42,s
04,16,00,43,w
04,17,00,03,293
04,17,00,06,s
04,17,00,27,w
04,17,00,36,s
04,17,00,41,w
04,17,00,57,s
04,17,00,58,w
04,17,23,50,2053
04,18,00,03,s
04,18,00,48,w
04,18,00,51,s
04,18,00,53,w
04,18,23,57,2411
04,19,00,35,s
04,19,00,52,w
04,19,00,56,s
04,19,00,59,w
04,20,00,02,1543
04,20,00,16,s
04,20,00,23,w
04,20,00,29,s
04,20,00,49,w
04,21,00,01,1997
04,21,00,19,s
04,21,00,24,w
04,21,00,37,s
04,21,00,52,w
04,21,23,59,1879
04,22,00,15,s
04,22,00,26,w
04,22,00,52,s
04,22,00,58,w
04,23,00,01,1997
04,23,00,06,s
04,23,00,11,w
04,24,00,02,1997
04,24,00,20,s
04,24,00,33,w
04,24,00,41,s
04,24,00,54,w
04,25,00,02,1031
04,25,00,14,s
04,25,00,29,w
04,26,00,02,353
04,26,00,13,s
04,26,00,15,w
04,26,00,36,s
04,26,00,50,w
04,27,00,01,2053
04,27,00,15,s
04,27,00,49,w
04,27,00,54,s
04,27,00,57,w
04,27,23,53,1153
04,28,00,02,s
04,28,00,03,w
04,28,00,10,s
04,28,00,42,w
04,29,00,04,1879
04,29,00,29,s
04,29,00,47,w
04,29,00,56,s
04,29,00,58,w
04,29,23,56,1153
04,30,00,46,s
04,30,00,58,w
04,30,23,58,2351
05,01,00,20,s
05,01,00,57,w
05,02,00,00,1543
05,02,00,21,s
05,02,00,29,w
05,02,00,35,s
05,02,00,38,w
05,02,00,46,s
05,02,00,51,w
05,03,00,01,2311
05,03,00,27,s
05,03,00,59,w
05,04,00,00,449
